,rules
1633,es ist grundsätzlich jedermensch willkommen egal welcher politischen religiösen oder sexuellen ausrichtung und geschlechtlicher identität bei beleidigendem diskriminierendem oder schlicht nervtötendem verhalten werden die admins auch ohne ankündigung accounts sanktionieren oder deaktivieren
1634,wer meint transfrauen seien keine frauen wer denkt man könne als mann heute ja gar keine komplimente mehr machen oder wer glaubt es gäbe rassismus gegen weiße ist auf dieser instanz falsch diese instanz ist gedacht als safe space von diesem ideal lassen sich die admins leiten
1635,es wird erwartet dass alle nutzenden in der lage sind sich selbst zur wehr zu setzen und querelen unter einander zu klären die meinungsfreiheit erlaubt zwar auch hitzigen debatten die admins lassen sich aber nicht von false balance leiten werden grenzen überschritten gelten ziffern 2 und 3
1636,no racism sexism homophobia transphobia xenophobia or casteism
1637,no incitement or promotion of violence
1638,suggestive nsfw or sensitive content must be marked as sensitive
1639,all content posted to this instance must be legal in canada
1640,serveren er tiltænkt feminister queers progressive nørder og andre cool beans den er modereret af solgudinde og maiathecyberwitch og vi sørger for et safer space til alle jer der mangler
1641,diskriminerende adfærd resulterer i advarsel eller at vi sletter din konto racisme transfobi sexisme ableisme og diskriminerende adfærd tolereres ikke
1642,indhold der promoverer fascime nazisme og hvidt overherredømme eller andre xenofobiske voldelige ideologier tolereres ikke symboler der associeres med disse bevægelser bør desuden ikke bruges som en joke
1643,undlad at fortsætte en diskussion med en bruger der har frabedt sig kontakt
1644,stalking og doxxing tolereres ikke anmeld straks til moderatorerne hvis du oplever eller bevidner det
1645,at opfordre andre til at engagere negativt med en anden bruger brigading vil resultere i at vi fjerner dig fra serveren hvis det er tydeligt at en anden bruger ønsker at stoppe kontakten kan vi bedømme gentagende forsøg på at etablere kontakt som chikane
1646,opfordringer til at ødelægge helvedenet fællesskabet eller at angribe dets tekniske infrastruktur på denne server eller andetsteds kan resultere i bortvisning
1647,indhold der er ulovligt i danmark eller frankrig hvor serveren er lokaliseret tolereres ikke
1648,9 vi tolererer ikke spam og bots det inkluderer automatisk crossposting af indhold fra andre platforme over på din profil på helvedenet
1649,helvedenet is a signatory to the fedipact meaning we block all domains owned by meta operating on the fediverse httpsfedipactonline
1650,
1651,
1652,please also be at least 13 years old there are special internet rules in the us for folks younger than that as there should be and we dont meet those requirements sorry
1653,
1654,
1655,
1656,
1657,
1658,
1659,be nice have fun and connect
1660,dont pretend to be someone youre not
1661,dont make assumptions about gender race experience or ability
1662,dont post or repost anything illegal
1663,act responsibly and ethically
1664,add to the conversation and exchange views but dont get into arguments
1665,mind your manners dont swear or use offensive language
1666,bullies and trolls will be banned this community is a safe place
1667,listen to each others stories and experiences
1668,accept each others differences
1669,
1670,
1671,
1672,
1673,
1674,
1675,
1676,
1677,
1678,
1679,
1680,
1681,
1682,
1683,
1684,
1685,
1686,diskriminierung und bigotterie werden bei uns nicht toleriert meinungsfreiheit ja aber nicht auf dem rücken von menschen die hilfe nötig haben wir sind nicht an nazis terfs farts oder hassreden interessiert
1687,respektiere andere benutzer diese instanz soll ein freundlicher einladender und vor allem sicherer raum für alle sein die bereit sind sich gegenseitig zu helfen und zu respektieren
1688,einverständnis ist in jedem zusammenhang wichtig wenn du dir jemals unsicher bist frage zuerst verwende bei bedarf triggerwarnungen twcw
1689,keine pornographie wir dulden versteckte weil mit triggerwarnung und nsfw tag versehene blanke geschlechtsteile zum beispiel als operationsergebnis nach geschlechtsangleichende operation aber wir wollen hier keine offensichtlich sexualisierten bilder sehen
