,rules
1208,accounts ohne login über 6 monate werden mit vorwarnung gelöscht bei neuen accounts muss ein erster login innerhalb 1 wochen erfolgen ansonsten wird der account wieder entfernt
1209,hinweise
1210,diese nutzungsbedingungen basieren auf der vorlage des geraspora teams welche unter der ccby veröffentlicht wurde
1211,letztes update 24022022
1212,keine rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllten inhalte
1213,kein belästigung einzelner personen durch ungewünschte kontaktaufnahme stalking oder doxing
1214,keine beiträge die in der republik österreich oder in der europäischen union gegen geltendes recht verstoßen
1215,kein verbreiten von verschwörungserzählungen oder fakenews
1216,this server is antifa
1217,no racism sexism homophobia transphobia xenophobia ableism and classism
1218,this server is anticapitalist
1219,respect the consent of others no harassment
1220,no borders no nations
1221,community fridges for all
1222,the use of image descriptions and content warnings is greatly appreciated
1223,ルールはけんぽうにじゅんずる
1224,dont make me write rules
1225,not an official well group inc server members of the community are invited to test
1226,please put your well username in the why do you want to join box
1227,spammers scammers and harassers will be removed with extreme prejudice
1228,be kind
1229,dmca violations not tolerated
1230,nayez pas de propos haineux ou discriminatoires
1231,ne partagez pas intentionnellement des informations fausses ou trompeuses
1232,évitez les attaques personnelles et le harcèlement
1233,nincitez pas à la violence
1234,nutilisez pas ce serveur à des fins de promotion commerciale
1235,seid lieb
1236,seid respektvoll
1237,diskutiert konstruktiv
1238,für immer vfb und kesselliebe
1239,achtet die privatsphäre
1240,auch hier gelten die menschenrechte
1241,dont annoy others and dont get easily annoyed by others
1242,dont abuse this service or server
1243,treat other how you want to be treated by them with respect
1244,no spamming of any kind
1245,no hate speech no discrimination of others regardless of their age gender nationality or whatever
1246,尊重他人请避免一切歧视人身攻击以及其它不尊重其他用户的行为己所不欲勿施于人
1247,发布内容前请三思请勿发布任何有关盗版解包等内容的消息发布敏感内容或可能引起他人不适的内容时请务必利用折叠正文功能请不要公开发布任何涉及隐私的内容
1248,you are welcomed to use any language on this site sanneajrizdan included but please be aware that this site serves mostly simplified chinese users we cannot promise adequate support for other users
1249,stay on topic tabletop miniature wargaming is what connects us
1250,dont be a dick
1251,
1252,
1253,
1254,
1255,be excellent to each other
1256,dont spam
1257,no explicit content
1258,post in languages the moderators understand english for now
1259,moderation is final
1260,be gentle with media uploads
1261,tech field day delegates presenters staff and friends only
1262,diese instanz ist noch in einer testphase sie können sich schon anmelden aber derzeit läuft noch ein probebetrieb die anmeldung ist derzeit aus speichergründen auf menschen aus hameln oder mit einem besonderen bezug zu unsere stadt beschränkt bitte stellen sie sich beim anmelden kurz vor
1263,wer sich bei hamelnsocial anmelden möchte wir gebeten sich kurz vorzustellen ersie erklärt sich ausdrücklich mit den nachfolgenden verhaltensregeln einverstanden
1264,wir legen wert auf einen respektvollen freundlichen umgang basis für alle soll eine faire gern auch kontroverse diskussionskultur sein politische diskussionen sind erwünscht allerdings bitte ausschließlich sachlich
1265,diese instanz wendet sich vordringlich an organisationen vereine und menschen die sich für das gemeinwohl engagierte kleine und mittelständische firmen aus hameln und der näheren umgebung können sich gerne vorstellen und in maßen über ihre angebote informieren
1266,rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache verbietet sich von selbst und wird nicht geduldet
1267,alle nutzenden sind für die eigenen beiträge und die einhaltung aller lizenzrechtlichen bestimmungen ihrer tröds selber verantwortlich
1268,behörden und institutionen wie feuerwehr thw drk und vergleichbar sind ausdrücklich eingeladenerwünscht
1269,politische parteien sind ausdrücklich eingeladen rechts wie linksextremes oder verschwörungsideologisches agieren führt zum ausschluss
1270,beiträge nur jugendfrei pornographische und sexualisierte inhalte sind unerwünscht
1271,hilfe bei fragen untereinander sollte selbstverständlich sein wenn dir ein toot auffällt der diese verhaltensregeln verletzt schreibe demder verfasserin des tröds die admins entscheiden bei streit als hausrechtsinhabende
1272,dont be an asshole no harassment homophobia transphobia racism or other hate
1273,no advertisement or shilling
1274,you cannot upload any pictures and videos that are illegal in germany this includes material of which you do not have the copyright or express permission by the owner we will remove any material that does not match this rule
1275,we will routinely remove nonactive accounts if you create an account we ask you to upload at least one photo if an accounts seems asleep we will attempt to contact the users via email if that fails we may delete the account after 90 days of inactivity
