,instance,rule,preprocessed rules,lang
445,scientificnetwork.de,"Perpetrators of violent attacks: We will remove any accounts maintained by individual perpetrators of terrorist, violent extremist, or mass violent attacks, and may also remove message disseminating manifestos or other content produced by perpetrators.
",perpetrators of violent attacks we will remove any accounts maintained by individual perpetrators of terrorist violent extremist or mass violent attacks and may also remove message disseminating manifestos or other content produced by perpetrators,English
446,scientificnetwork.de,"Suicide or self-harm: You may not promote or encourage suicide or self-harm.
",suicide or selfharm you may not promote or encourage suicide or selfharm,non-Englsih
447,scientificnetwork.de,"Sensitive media, including graphic violence and adult content: You may not post media that is excessively gory or share violent or adult content within live video or in profile or header images. Media depicting sexual violence and/or assault is also not permitted.
",sensitive media including graphic violence and adult content you may not post media that is excessively gory or share violent or adult content within live video or in profile or header images media depicting sexual violence andor assault is also not permitted,English
448,scientificnetwork.de,"Illegal or certain regulated goods or services: You may not use our service for any unlawful purpose or in furtherance of illegal activities. This includes selling, buying, or facilitating transactions in illegal goods or services, as well as certain types of regulated goods or services.
",illegal or certain regulated goods or services you may not use our service for any unlawful purpose or in furtherance of illegal activities this includes selling buying or facilitating transactions in illegal goods or services as well as certain types of regulated goods or services,English
449,scientificnetwork.de,"Private information: You may not publish or post other people's private information (such as home phone number and address) without their express authorization and permission. We also prohibit threatening to expose private information or incentivizing others to do so.
",private information you may not publish or post other peoples private information such as home phone number and address without their express authorization and permission we also prohibit threatening to expose private information or incentivizing others to do so,English
450,scientificnetwork.de,"Non-consensual nudity: You may not post or share intimate photos or videos of someone that were produced or distributed without their consent. 
",nonconsensual nudity you may not post or share intimate photos or videos of someone that were produced or distributed without their consent,English
451,scientificnetwork.de,"Platform manipulation and spam: You may not use scientificnetwork.de's services in a manner intended to artificially amplify or suppress information or engage in behavior that manipulates or disrupts people’s experience on scientificnetwork.de.
",platform manipulation and spam you may not use scientificnetworkdes services in a manner intended to artificially amplify or suppress information or engage in behavior that manipulates or disrupts peoples experience on scientificnetworkde,English
452,scientificnetwork.de,"Civic Integrity: You may not use scientificnetwork.de's services to manipulate or interfere in elections or other civic processes. This includes posting or sharing content that may suppress participation or mislead people about when, where, or how to participate in a civic process.",civic integrity you may not use scientificnetworkdes services to manipulate or interfere in elections or other civic processes this includes posting or sharing content that may suppress participation or mislead people about when where or how to participate in a civic process,English
453,scientificnetwork.de,"Synthetic and manipulated media: You may not deceptively share synthetic or manipulated media that are likely to cause harm
",synthetic and manipulated media you may not deceptively share synthetic or manipulated media that are likely to cause harm,English
454,scientificnetwork.de,"Copyright and trademark: You may not violate others’ intellectual property rights, including copyright and trademark.
",copyright and trademark you may not violate others intellectual property rights including copyright and trademark,English
455,scientificnetwork.de,"You may not submit, post, or display any video content on or through our services that includes third-party advertising, such as pre-roll video ads or sponsorship graphics, without our prior consent.",you may not submit post or display any video content on or through our services that includes thirdparty advertising such as preroll video ads or sponsorship graphics without our prior consent,English
456,flightclub.social,Don't be a dick.,dont be a dick,English
457,flightclub.social,No Nazis.,no nazis,non-Englsih
458,mastodon.grin.hu,"Keep it civil, polite.",keep it civil polite,non-Englsih
459,mastodon.grin.hu,"No spamming, no advertisement, no business deals, no commercial activity.",no spamming no advertisement no business deals no commercial activity,English
460,mastodon.grin.hu,"You have no rights here, you're a guest.",you have no rights here youre a guest,English
461,hamradio.tel,"We'll try to keep the rules pretty simple here, basically, treat others with decency and respect.",well try to keep the rules pretty simple here basically treat others with decency and respect,English
462,hamradio.tel,Hate speech and bullying are not tolerated.,hate speech and bullying are not tolerated,English
463,hamradio.tel,No nudity.,no nudity,non-Englsih
464,sbg-social.at,"Kein Rassismus, kein Sexusmus, keine Diskriminierung, keine Hassreden, keine überzogenen Beleidigungen.",kein rassismus kein sexusmus keine diskriminierung keine hassreden keine überzogenen beleidigungen,non-Englsih
465,sbg-social.at,Keine Drohungen! Wir sind eine friedliche Mastodon Instanz!,keine drohungen wir sind eine friedliche mastodon instanz,non-Englsih
466,sbg-social.at,Sieh bitte von (expliziten) NSFW Inhalten auf dieser Instanz ab. Markiert solche aber in jeden Fall korrekt.,sieh bitte von expliziten nsfw inhalten auf dieser instanz ab markiert solche aber in jeden fall korrekt,non-Englsih
467,sbg-social.at,Freundlicher und moralisch vertretbarer Umgang mit den Nutzern und den Betreibern.,freundlicher und moralisch vertretbarer umgang mit den nutzern und den betreibern,non-Englsih
468,sbg-social.at,Vermeidet Spam.,vermeidet spam,non-Englsih
469,base.lc,Rule is not a list,rule is not a list,English
470,social.hardlimit.com,"Ordenadores, hardware, software y juegos",ordenadores hardware software y juegos,non-Englsih
471,social.hardlimit.com,"Computers, hardware, software and gaming in Spanish and English",computers hardware software and gaming in spanish and english,English
472,frameperfect.space,Respect other members of the community.,respect other members of the community,English
473,frameperfect.space,Please keep it to English or German (languages spoken by DorianSnowball for Moderation purposes),please keep it to english or german languages spoken by doriansnowball for moderation purposes,English
474,frameperfect.space,Keep it SFW (safe for work),keep it sfw safe for work,non-Englsih
475,social.nekover.se,Be friendly. This is a wholesome instance.,be friendly this is a wholesome instance,English
476,social.nekover.se,Don't post anything which is considered illegal in either Germany or the European Union.,dont post anything which is considered illegal in either germany or the european union,English
477,social.nekover.se,"Please mark nudity, pornography, gore or violent content as ""Not Safe For Work"".",please mark nudity pornography gore or violent content as not safe for work,English
478,social.nekover.se,"Don't post anything homophobic, racist, sexist, transphobic, xenophobic or ableist.",dont post anything homophobic racist sexist transphobic xenophobic or ableist,English
479,social.nekover.se,"Also, use common sense and don't try to find loopholes in the rules.",also use common sense and dont try to find loopholes in the rules,English
480,socialpa.ws,"This server is meant to be inclusive and friendly. NSFW tolerated, but use CW please if you can.",this server is meant to be inclusive and friendly nsfw tolerated but use cw please if you can,English
481,socialpa.ws,Politics generally tolerated.,politics generally tolerated,English
482,socialpa.ws,"Bullying, discrimination and hate speech  is NOT acceptable nor welcome here. This includes discrimination on the basis of nationality, citizenship, ethnicity, gender or sexual orientation and/or any kind of social characteristic in general.",bullying discrimination and hate speech is not acceptable nor welcome here this includes discrimination on the basis of nationality citizenship ethnicity gender or sexual orientation andor any kind of social characteristic in general,English
