,instance,rule,preprocessed rules,lang
428,muenchen.social, Nicht markierter sexueller Inhalt und/oder Gewaltdarstellungen in jeglicher Form sind nicht erlaubt.,nicht markierter sexueller inhalt undoder gewaltdarstellungen in jeglicher form sind nicht erlaubt,non-Englsih
429,muenchen.social," Bots, die ohne ihre expliziten Anfragen mit Nutzer interagieren, werden gelöscht. ",bots die ohne ihre expliziten anfragen mit nutzer interagieren werden gelöscht,non-Englsih
430,muenchen.social,Übermässige Werbung / Spam / Spamflut von wiederholenden Tröts sind nicht erwünscht. ,übermässige werbung spam spamflut von wiederholenden tröts sind nicht erwünscht,non-Englsih
431,muenchen.social,"Falls du einen NSFW-Only Account erstellen möchtest, ziehe eventuell eine andere Instanz in Betracht. Wahrscheinlich sind wir leider nicht geeignet für dich.",falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht wahrscheinlich sind wir leider nicht geeignet für dich,non-Englsih
432,muenchen.social,Allgemeine Verstöße gegen geltendes Recht in Deutschland.,allgemeine verstöße gegen geltendes recht in deutschland,non-Englsih
433,muenchen.social,"Gezieltes Misgendering, Deadnaming oder Werbung für sogenannte ""Konversionstherapien"" sind verboten.",gezieltes misgendering deadnaming oder werbung für sogenannte konversionstherapien sind verboten,non-Englsih
434,muenchen.social,"Mir ist bewusst, dass ein Verstoß gegen eine der Serverregeln zur Löschung von einzelnen Beiträgen, oder der Stummschaltung/Löschung des gesamten Accounts führen kann und mit dem Anlegen eines Accounts akzeptiere ich alle Regeln. ",mir ist bewusst dass ein verstoß gegen eine der serverregeln zur löschung von einzelnen beiträgen oder der stummschaltunglöschung des gesamten accounts führen kann und mit dem anlegen eines accounts akzeptiere ich alle regeln,non-Englsih
435,troet.cafe,"Keine Belästigung, Stalking und/oder Doxxing von anderen.
",keine belästigung stalking undoder doxxing von anderen,non-Englsih
436,troet.cafe,"Rassismus, Sexismus oder Beschimpfungen haben hier nichts verloren.",rassismus sexismus oder beschimpfungen haben hier nichts verloren,non-Englsih
437,troet.cafe,Diskriminierung von Geschlechtern und sexuellen Minderheiten haben hier auch nichts verloren.,diskriminierung von geschlechtern und sexuellen minderheiten haben hier auch nichts verloren,non-Englsih
438,troet.cafe,"Nationalistische Propaganda, Nazi-Symbolismus oder Förderung der Ideologie des Nationalsozialismus ist verboten.",nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus ist verboten,non-Englsih
439,troet.cafe,"Aufrufe zu Gewalttaten sind verboten.
",aufrufe zu gewalttaten sind verboten,non-Englsih
440,troet.cafe,Nicht markierter sexueller Inhalt und/oder Gewaltdarstellungen in jeglicher Form sind nicht erlaubt.,nicht markierter sexueller inhalt undoder gewaltdarstellungen in jeglicher form sind nicht erlaubt,non-Englsih
441,troet.cafe,"Bots, die ohne ihre expliziten Anfragen mit Nutzer interagieren, werden gelöscht.
",bots die ohne ihre expliziten anfragen mit nutzer interagieren werden gelöscht,non-Englsih
442,troet.cafe,Übermässige Werbung / Spam / Spamflut von wiederholenden Tröts sind nicht erwünscht.,übermässige werbung spam spamflut von wiederholenden tröts sind nicht erwünscht,non-Englsih
443,troet.cafe,"Falls du einen NSFW-Only Account erstellen möchtest, ziehe eventuell eine andere Instanz in Betracht. Wahrscheinlich sind wir leider nicht geeignet für dich.",falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht wahrscheinlich sind wir leider nicht geeignet für dich,non-Englsih
444,troet.cafe,Allgemeine Verstöße gegen geltendes Recht in Deutschland.,allgemeine verstöße gegen geltendes recht in deutschland,non-Englsih
445,troet.cafe,"Gezieltes Misgendering, Deadnaming oder Werbung für sogenannte ""Konversionstherapien"" sind verboten.",gezieltes misgendering deadnaming oder werbung für sogenannte konversionstherapien sind verboten,non-Englsih
446,troet.cafe,"Mir ist bewusst, dass ein Verstoß gegen eine der Serverregeln zur Löschung von einzelnen Beiträgen, oder der Stummschaltung/Löschung des gesamten Accounts führen kann und mit dem Anlegen eines Accounts akzeptiere ich alle Regeln. ",mir ist bewusst dass ein verstoß gegen eine der serverregeln zur löschung von einzelnen beiträgen oder der stummschaltunglöschung des gesamten accounts führen kann und mit dem anlegen eines accounts akzeptiere ich alle regeln,non-Englsih
447,mastodontech.de,"kein(e) Belästigung, Stalking, Doxxing",keine belästigung stalking doxxing,non-Englsih
448,mastodontech.de,keine Verbreitung von Verschwörungstheorien und/oder deren Befürwortung,keine verbreitung von verschwörungstheorien undoder deren befürwortung,non-Englsih
449,mastodontech.de,"kein Rassismus, Sexismus, Antisemitismus, Beschimpfungen oder deren Befürwortung",kein rassismus sexismus antisemitismus beschimpfungen oder deren befürwortung,non-Englsih
450,mastodontech.de,keine Diskriminierung von Geschlechtern und /oder Minderheiten oder deren Befürwortung,keine diskriminierung von geschlechtern und oder minderheiten oder deren befürwortung,non-Englsih
451,mastodontech.de,"keine gewalttätige nationalistische Propaganda, Nazi-Symbolismus oder Förderung der Ideologie des Nationalsozialismus",keine gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus,non-Englsih
452,mastodontech.de,"Leute kontaktieren, die klar gemacht haben, dass sie keinen Kontakt wollen. Dogpiling",leute kontaktieren die klar gemacht haben dass sie keinen kontakt wollen dogpiling,non-Englsih
453,mastodontech.de,keine nicht markierte Werbung,keine nicht markierte werbung,non-Englsih
454,mastodontech.de,keine nicht getaggte oder automatisierte und/oder übermäßige Werbung,keine nicht getaggte oder automatisierte undoder übermäßige werbung,non-Englsih
455,mastodontech.de,kein sexueller Inhalt oder Gewaltdarstellungen,kein sexueller inhalt oder gewaltdarstellungen,non-Englsih
456,mastodontech.de,"keine Bots, die ohne ihre expliziten Anfragen mit Nutzer interagieren",keine bots die ohne ihre expliziten anfragen mit nutzer interagieren,non-Englsih
