,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
703,774,mastodon.education,***BE NICE*** we use the rules in accordance with NL  AVG/GPDR and legislation.,be nice we use the rules in accordance with nl avggpdr and legislation,English,be nice we use the rules in accordance with nl avggpdr and legislation
704,775,mastodon.education,"Valse namen, of berichten, en indien bewezen resulteert in een ban",valse namen of berichten en indien bewezen resulteert in een ban,non-Englsih,false names or messages and if proven results in a ban
705,776,mastodon.education,"False names, or messages, and if proven results in a ban",false names or messages and if proven results in a ban,English,false names or messages and if proven results in a ban
706,777,mastodon.education,*** Using an bot? be aware that to many post can be seen as spam. No spamming ***,using an bot be aware that to many post can be seen as spam no spamming,English,using an bot be aware that to many post can be seen as spam no spamming
707,778,lgbtqia.space,No Content that is illegal in Germany.,no content that is illegal in germany,English,no content that is illegal in germany
708,779,lgbtqia.space,The main language on this instance is English.,the main language on this instance is english,English,the main language on this instance is english
709,780,lgbtqia.space,No NSFW or other triggers like transphobia etc. without CW,no nsfw or other triggers like transphobia etc without cw,English,no nsfw or other triggers like transphobia etc without cw
710,781,lgbtqia.space,No hate speech/discrimination/etc,no hate speechdiscriminationetc,non-Englsih,no hate speech discrimination etc
711,782,lgbtqia.space,No oppressive language or actions,no oppressive language or actions,English,no oppressive language or actions
712,783,lgbtqia.space,No harassment/stalking,no harassmentstalking,non-Englsih,no harassment stalking
713,784,lgbtqia.space,Respect peoples' pronouns,respect peoples pronouns,non-Englsih,respect peoples pronouns
714,785,lgbtqia.space,Be excellent to other ppl,be excellent to other ppl,English,be excellent to other ppl
715,786,lgbtqia.space,"The minimum age is 18 - we cannot host porn since it is illegal in Germany, nudity is a okay, eroticism is okay. In German law, pornography refers to the explicit depiction of sexual acts or material that primarily aims to sexually arouse the viewer.",the minimum age is 18 we cannot host porn since it is illegal in germany nudity is a okay eroticism is okay in german law pornography refers to the explicit depiction of sexual acts or material that primarily aims to sexually arouse the viewer,English,the minimum age is 18 we cannot host porn since it is illegal in germany nudity is a okay eroticism is okay in german law pornography refers to the explicit depiction of sexual acts or material that primarily aims to sexually arouse the viewer
716,787,lgbtqia.space,Write at least 3 sentences in your application 400 chars max.,write at least 3 sentences in your application 400 chars max,English,write at least 3 sentences in your application 400 chars max
717,788,famichiki.jp,"Be considerate. No discrimination based on race, religion, sexual orientation, gender identity, nationality, or any other characteristic.",be considerate no discrimination based on race religion sexual orientation gender identity nationality or any other characteristic,English,be considerate no discrimination based on race religion sexual orientation gender identity nationality or any other characteristic
718,789,famichiki.jp,No trolling. Do not engage in non-constructive behavior designed to upset members of the community.,no trolling do not engage in nonconstructive behavior designed to upset members of the community,English,no trolling do not engage in nonconstructive behavior designed to upset members of the community
719,790,famichiki.jp,"Sexually explicit content must be behind a CW, and your bio (profile picture, banner etc) must be completely safe.",sexually explicit content must be behind a cw and your bio profile picture banner etc must be completely safe,English,sexually explicit content must be behind a cw and your bio profile picture banner etc must be completely safe
720,791,famichiki.jp,No inciting violence or promoting violent ideologies.,no inciting violence or promoting violent ideologies,non-Englsih,no inciting violence or promoting violent ideologies
721,792,famichiki.jp,Don’t go overboard with media uploads. Treating Famichiki as free personal file storage is inappropriate and disrespectful to our contributors.,dont go overboard with media uploads treating famichiki as free personal file storage is inappropriate and disrespectful to our contributors,English,dont go overboard with media uploads treating famichiki as free personal file storage is inappropriate and disrespectful to our contributors
722,793,famichiki.jp,"No big corporate advertising or crypto. However, if you are active in the community and also have a project or small business to share, self-promotion is encouraged.",no big corporate advertising or crypto however if you are active in the community and also have a project or small business to share selfpromotion is encouraged,English,no big corporate advertising or crypto however if you are active in the community and also have a project or small business to share selfpromotion is encouraged
723,794,famichiki.jp,"Bots are allowed, within reason. Spamming the local timeline with repetitive/nearly-identical content is not permitted: either set your bot posts to ‘unlisted’ or try botsin.space instead. Ask us if you’re unsure!",bots are allowed within reason spamming the local timeline with repetitivenearlyidentical content is not permitted either set your bot posts to unlisted or try botsinspace instead ask us if youre unsure,English,bots are allowed within reason spamming the local timeline with repetitivenearlyidentical content is not permitted either set your bot posts to unlisted or try botsinspace instead ask us if youre unsure
724,795,famichiki.jp,Don’t post or use this server for illegal content. We are aware of Japan’s questionable laws regarding the protection of minors: ‘illegal’ here also covers all CSEM/CSAM.,dont post or use this server for illegal content we are aware of japans questionable laws regarding the protection of minors illegal here also covers all csemcsam,English,dont post or use this server for illegal content we are aware of japans questionable laws regarding the protection of minors illegal here also covers all csemcsam
